    0.0000  -40.7576
    0.0408  -40.7571
    0.0816  -40.7558
    0.1225  -40.7540
    0.1633  -40.7521
    0.2041  -40.7507
    0.2449  -40.7502
    0.2858  -40.7509
    0.3266  -40.7528
    0.3674  -40.7559
    0.4082  -40.7599
    0.4491  -40.7641
    0.4899  -40.7682
    0.5307  -40.7716
    0.5715  -40.7739
    0.6124  -40.7746
    0.6595  -40.7744
    0.7067  -40.7737
    0.7538  -40.7727
    0.8009  -40.7714
    0.8481  -40.7700
    0.8952  -40.7687
    0.9424  -40.7676
    0.9895  -40.7667
    1.0366  -40.7662
    1.0838  -40.7659
    1.1309  -40.7659
    1.1781  -40.7661
    1.2252  -40.7663
    1.2723  -40.7664
    1.3195  -40.7665
    1.3567  -40.7657
    1.3940  -40.7639
    1.4313  -40.7617
    1.4686  -40.7596
    1.5058  -40.7577
    1.5431  -40.7560
    1.5804  -40.7543
    1.6176  -40.7526
    1.6549  -40.7507
    1.6922  -40.7484
    1.7294  -40.7455
    1.7667  -40.7421
    1.8040  -40.7382
    1.8412  -40.7349
    1.8785  -40.7352
    1.9285  -40.7257
    1.9785  -40.7174
    2.0285  -40.7185
    2.0785  -40.7304
    2.1285  -40.7438
    2.1785  -40.7555
    2.2285  -40.7630
    2.2785  -40.7662
    2.3285  -40.7669
    2.3785  -40.7671
    2.4285  -40.7680
    2.4785  -40.7699
    2.5285  -40.7721
    2.5785  -40.7739
    2.6285  -40.7746

    0.0000  -40.7576
    0.0408  -40.7571
    0.0816  -40.7558
    0.1225  -40.7540
    0.1633  -40.7521
    0.2041  -40.7507
    0.2449  -40.7502
    0.2858  -40.7509
    0.3266  -40.7528
    0.3674  -40.7559
    0.4082  -40.7599
    0.4491  -40.7641
    0.4899  -40.7682
    0.5307  -40.7716
    0.5715  -40.7739
    0.6124  -40.7746
    0.6595  -40.7728
    0.7067  -40.7676
    0.7538  -40.7599
    0.8009  -40.7509
    0.8481  -40.7419
    0.8952  -40.7343
    0.9424  -40.7287
    0.9895  -40.7257
    1.0366  -40.7248
    1.0838  -40.7257
    1.1309  -40.7275
    1.1781  -40.7297
    1.2252  -40.7315
    1.2723  -40.7328
    1.3195  -40.7332
    1.3567  -40.7316
    1.3940  -40.7269
    1.4313  -40.7193
    1.4686  -40.7093
    1.5058  -40.6983
    1.5431  -40.6873
    1.5804  -40.6775
    1.6176  -40.6701
    1.6549  -40.6662
    1.6922  -40.6665
    1.7294  -40.6713
    1.7667  -40.6799
    1.8040  -40.6906
    1.8412  -40.7006
    1.8785  -40.7052
    1.9285  -40.7059
    1.9785  -40.7102
    2.0285  -40.7110
    2.0785  -40.7072
    2.1285  -40.7064
    2.1785  -40.7088
    2.2285  -40.7140
    2.2785  -40.7217
    2.3285  -40.7311
    2.3785  -40.7414
    2.4285  -40.7517
    2.4785  -40.7610
    2.5285  -40.7683
    2.5785  -40.7730
    2.6285  -40.7746

    0.0000  -40.6158
    0.0408  -40.6159
    0.0816  -40.6162
    0.1225  -40.6167
    0.1633  -40.6172
    0.2041  -40.6178
    0.2449  -40.6184
    0.2858  -40.6189
    0.3266  -40.6195
    0.3674  -40.6200
    0.4082  -40.6205
    0.4491  -40.6210
    0.4899  -40.6214
    0.5307  -40.6218
    0.5715  -40.6220
    0.6124  -40.6221
    0.6595  -40.6212
    0.7067  -40.6186
    0.7538  -40.6147
    0.8009  -40.6105
    0.8481  -40.6066
    0.8952  -40.6040
    0.9424  -40.6035
    0.9895  -40.6054
    1.0366  -40.6099
    1.0838  -40.6163
    1.1309  -40.6240
    1.1781  -40.6318
    1.2252  -40.6385
    1.2723  -40.6431
    1.3195  -40.6447
    1.3567  -40.6441
    1.3940  -40.6426
    1.4313  -40.6404
    1.4686  -40.6377
    1.5058  -40.6350
    1.5431  -40.6325
    1.5804  -40.6305
    1.6176  -40.6292
    1.6549  -40.6287
    1.6922  -40.6292
    1.7294  -40.6305
    1.7667  -40.6325
    1.8040  -40.6345
    1.8412  -40.6363
    1.8785  -40.6374
    1.9285  -40.6357
    1.9785  -40.6346
    2.0285  -40.6338
    2.0785  -40.6334
    2.1285  -40.6331
    2.1785  -40.6328
    2.2285  -40.6323
    2.2785  -40.6314
    2.3285  -40.6301
    2.3785  -40.6285
    2.4285  -40.6267
    2.4785  -40.6249
    2.5285  -40.6234
    2.5785  -40.6225
    2.6285  -40.6221

    0.0000  -40.6158
    0.0408  -40.6159
    0.0816  -40.6162
    0.1225  -40.6167
    0.1633  -40.6172
    0.2041  -40.6178
    0.2449  -40.6184
    0.2858  -40.6189
    0.3266  -40.6195
    0.3674  -40.6200
    0.4082  -40.6205
    0.4491  -40.6210
    0.4899  -40.6214
    0.5307  -40.6218
    0.5715  -40.6220
    0.6124  -40.6221
    0.6595  -40.6212
    0.7067  -40.6186
    0.7538  -40.6147
    0.8009  -40.6105
    0.8481  -40.6066
    0.8952  -40.6040
    0.9424  -40.6035
    0.9895  -40.6054
    1.0366  -40.6099
    1.0838  -40.6163
    1.1309  -40.6240
    1.1781  -40.6318
    1.2252  -40.6385
    1.2723  -40.6431
    1.3195  -40.6447
    1.3567  -40.6421
    1.3940  -40.6346
    1.4313  -40.6227
    1.4686  -40.6077
    1.5058  -40.5910
    1.5431  -40.5744
    1.5804  -40.5596
    1.6176  -40.5476
    1.6549  -40.5385
    1.6922  -40.5319
    1.7294  -40.5271
    1.7667  -40.5240
    1.8040  -40.5241
    1.8412  -40.5302
    1.8785  -40.5397
    1.9285  -40.5250
    1.9785  -40.5419
    2.0285  -40.5644
    2.0785  -40.5857
    2.1285  -40.6015
    2.1785  -40.6111
    2.2285  -40.6156
    2.2785  -40.6166
    2.3285  -40.6156
    2.3785  -40.6144
    2.4285  -40.6143
    2.4785  -40.6159
    2.5285  -40.6186
    2.5785  -40.6211
    2.6285  -40.6221

    0.0000  -40.5232
    0.0408  -40.5227
    0.0816  -40.5213
    0.1225  -40.5197
    0.1633  -40.5189
    0.2041  -40.5197
    0.2449  -40.5233
    0.2858  -40.5301
    0.3266  -40.5404
    0.3674  -40.5536
    0.4082  -40.5688
    0.4491  -40.5847
    0.4899  -40.5995
    0.5307  -40.6115
